,Event.ID,daily.count,Event.Date,Source.Name,Source.Sectors,Source.Country,Event.Text,CAMEO.Code,Intensity,Target.Name,Target.Sectors,target.recode,Target.Country,Story.ID,Sentence.Number,Publisher,City,District,Province,Country,Latitude,Longitude
83780,19696866,1,2/14/13,Lawyer/Attorney (Brazil),"Legal,Social",Brazil,"Arrest, detain, or charge with legal action",173,-5,Naval (Brazil),"Government,Navy,Military",Military,Brazil,21722525,4,Agence France-Presse,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
84784,19697968,1,2/14/13,Court Judge (Brazil),"Government,Judicial",Brazil,Reject,120,-4,Party Member (Brazil),Parties,Political Party,Brazil,21724711,2,Folha de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
86346,19706081,1,2/15/13,Guido Mantega,"Cabinet,Far Left,Parties,Finance / Economy / Commerce / Trade Ministry,Government,(National) Major Party,Executive,Ideological",Brazil,Make pessimistic comment,12,-0.4,Brazil,,NA,Brazil,21719263,1,Reuters News,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
86573,19706328,1,2/15/13,Ministry (Brazil),Government,Brazil,Make an appeal or request,20,3,Other Authorities / Officials (Brazil),Government,Government (General),Brazil,21719707,2,The Toronto Star,Volta Grande,Pedra,Estado de Pernambuco,Brazil,-8.83333,-36.9333
86839,19706614,1,2/15/13,Men (Brazil),"General Population / Civilian / Social,Social",Brazil,Use unconventional violence,180,-9,Osama bin Laden,"International Religious,Sunni,International Radicals / Extremists / Fundamentalists,Muslim,International Insurgents,International Dissident",Dissident,,21720290,1,Folha de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
87014,19706801,1,2/15/13,Government (Brazil),Government,Brazil,Demand,100,-5,Business (Brazil),"Business,Social",Business,Brazil,21720700,6,Gazeta do Povo,Santa Catarina,Prata,Estado da Paraiba,Brazil,-7.76667,-37.1
88191,19709099,1,2/16/13,Court Judge (Brazil),"Government,Judicial",Brazil,Criticize or denounce,111,-2,Citizen (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,21716207,1,O Estado de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
88436,19709364,1,2/16/13,Government (Brazil),Government,Brazil,Sign formal agreement,57,8,Transport (Brazil),"Business,Social",Business,Brazil,21716655,6,Agencia EFE - Servi̤o em portugu̻s,Santa Catarina,Prata,Estado da Paraiba,Brazil,-7.76667,-37.1
88437,19709366,1,2/16/13,Transport (Brazil),"Business,Social",Brazil,Sign formal agreement,57,8,Government (Brazil),Government,Government (General),Brazil,21716655,6,Agencia EFE - Servi̤o em portugu̻s,Santa Catarina,Prata,Estado da Paraiba,Brazil,-7.76667,-37.1
89042,19715767,1,2/17/13,Brazil,,Brazil,Criticize or denounce,111,-2,Foreign Affairs (Cuba),"Government,Foreign Ministry,Executive",Executive Branch,Cuba,21713290,1,ANSA - Spanish Service (BASP),Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
89293,19716027,1,2/17/13,Geraldo Alckmin,"Ideological,Provincial,Parties,Government,(National) Major Party,Local,Centrist",Brazil,Reject,120,-4,Ministry (Brazil),Government,Government (General),Brazil,21713936,6,O Estado de Ṣo Paulo,Santa Catarina,Prata,Estado da Paraiba,Brazil,-7.76667,-37.1
89542,19716290,1,2/17/13,Legislature (Brazil),"Legislative / Parliamentary,Government",Brazil,Sign formal agreement,57,8,Business (Brazil),"Business,Social",Business,Brazil,21714480,6,Gazeta do Povo,Curitiba,Curitiba,Estado do Parana,Brazil,-25.4278,-49.2731
89543,19716289,1,2/17/13,Business (Brazil),"Business,Social",Brazil,Sign formal agreement,57,8,Legislature (Brazil),"Legislative / Parliamentary,Government",Legislative Branch,Brazil,21714480,6,Gazeta do Povo,Curitiba,Curitiba,Estado do Parana,Brazil,-25.4278,-49.2731
89960,19717188,1,2/18/13,Government (France),Government,France,Praise or endorse,51,3.4,European Parliament,"International Government Organization,Regional,Regional Diplomatic IGOs",INGO/NGO,,21708988,1,DJ em Portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
90028,19717266,1,2/18/13,Brazil,,Brazil,Host a visit,43,2.8,Hugo Chavez,"Parties,(National) Major Party,Ideological,Executive Office,Executive,Government,Elite,Far Left",Political Party,Venezuela,21709110,3,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
91741,19725538,1,2/18/13,Brazil,,Brazil,Host a visit,43,2.8,Yoani S��nchez,"Social,Online News,News,Print News,Media,Dissident,Protestors / Popular Opposition / Mobs",Media/Social Media,Cuba,26460933,2,Reuters News,Bahia,Santana Do Acarau,Estado do Ceara,Brazil,-3.55,-40.2433
92977,19729040,1,2/19/13,Brazil,,Brazil,Host a visit,43,2.8,Ian Khama,"Parties,(National) Major Party,Social,Government,Legislative / Parliamentary,Unicameral,International Ethnic,Ideological,Center Right,Elite,Bantu, Sotho-Tswana,National Ethnic,Executive,Executive Office,Bantu",Political Party,Botswana,26458309,2,BBC Monitoring Africa,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
92978,19729038,1,2/19/13,Ian Khama,"Parties,(National) Major Party,Social,Government,Legislative / Parliamentary,Unicameral,International Ethnic,Ideological,Center Right,Elite,Bantu, Sotho-Tswana,National Ethnic,Executive,Executive Office,Bantu",Botswana,Express intent to meet or negotiate,36,4,Conservation International,"Environment IGOs,Nongovernmental Organization (International)",INGO/NGO,,26458309,3,BBC Monitoring Africa,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
93932,19734802,1,2/19/13,Brazil,,Brazil,Host a visit,43,2.8,Dissident (Cuba),Dissident,Dissident,Cuba,26460405,1,Gazeta do Povo,Bahia,Santana Do Acarau,Estado do Ceara,Brazil,-3.55,-40.2433
94429,19735349,1,2/19/13,Food and Allied Workers Union,"Labor NGOs,Nongovernmental Organizations / Activists",South Africa,Demonstrate or rally,141,-6.5,Legislature (Brazil),"Legislative / Parliamentary,Government",Legislative Branch,Brazil,26509925,1,Cape Times,,,,Brazil,-15.8307,-47.6127
94703,19737744,1,2/20/13,Yoani S��nchez,"Social,Online News,News,Print News,Media,Dissident,Protestors / Popular Opposition / Mobs",Cuba,Make a visit,42,1.9,Congress (Brazil),"Legislative / Parliamentary,Government",Legislative Branch,Brazil,26452514,1,ANSA - Spanish Service (BASP),Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
99061,19754362,1,2/21/13,Head of Government (Burkina Faso),"Executive Office,Executive,Government",Burkina Faso,Praise or endorse,51,3.4,United Nations,"International Government Organization,Global Diplomatic IGOs,Global",INGO/NGO,,34165890,6,All Africa,Belem,Belem,Estado do Para,Brazil,-1.45583,-48.5044
99176,19756124,1,2/22/13,Citizen (Brazil),"General Population / Civilian / Social,Social",Brazil,Criticize or denounce,111,-2,Senate (Brazil),Legislative Branch,Legislative Branch,Brazil,26443424,2,O Globo,,,,Brazil,-15.8307,-47.6127
99202,19756157,1,2/22/13,Yoani S��nchez,"Social,Online News,News,Print News,Media,Dissident,Protestors / Popular Opposition / Mobs",Cuba,Make a visit,42,1.9,Dissident (Cuba),Dissident,Dissident,Cuba,26443574,1,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
100262,19757423,1,2/22/13,Dilma Rousseff,"Executive Office,Elite,Far Left,Parties,Government,(National) Major Party,Executive,Ideological",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,26446221,2,O Estado de Ṣo Paulo,Planalto,Crissiumal,Estado do Rio Grande do Sul,Brazil,-27.45,-54.1825
100516,19757697,1,2/22/13,Citizen (Brazil),"General Population / Civilian / Social,Social",Brazil,Criticize or denounce,111,-2,Gilberto Kassab,Politician,Politician,Brazil,26446700,1,Folha de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
100541,19757731,1,2/22/13,Eduardo Henrique Campos Accioly,"Ideological,Center Left,Parties,Provincial,Government,(National) Major Party,Local",Brazil,Criticize or denounce,111,-2,Brazilian Social Democracy Party,"Ideological,Parties,(National) Major Party,Centrist",Political Party,Brazil,26446782,1,Folha de Ṣo Paulo,Planalto,Crissiumal,Estado do Rio Grande do Sul,Brazil,-27.45,-54.1825
100806,19758000,1,2/22/13,Brazil,,Brazil,"Arrest, detain, or charge with legal action",173,-5,Citizen (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,26447358,3,O Globo,,,,Brazil,-15.8307,-47.6127
101567,19764668,1,2/23/13,Fernando Henrique Cardoso,"Ideological,Elite,Parties,(National) Major Party,Centrist",Brazil,Accuse,112,-2,Luiz Inacio Lula Da Silva,"Elite,Far Left,Parties,(National) Major Party,Ideological",Political Party,Brazil,26442090,2,ANSA - Spanish Service (BASP),Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
101642,19764746,1,2/23/13,Eduardo Henrique Campos Accioly,"Ideological,Center Left,Parties,Provincial,Government,(National) Major Party,Local",Brazil,Make an appeal or request,20,3,Court Judge (Brazil),"Government,Judicial",Judiciary,Brazil,26442281,1,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
102010,19765136,1,2/23/13,Citizen (Brazil),"General Population / Civilian / Social,Social",Brazil,Express intent to meet or negotiate,36,4,Representatives (United States),"Legislative / Parliamentary,Government",Legislative Branch,United States,26442968,6,Gazeta do Povo,Maringa,Maringa,Estado do Parana,Brazil,-23.4253,-51.9386
103222,19767426,1,2/24/13,Gilberto Kassab,"Ideological,Center Right,Parties,Government,(National) Major Party,Municipal,Local",Brazil,Praise or endorse,51,3.4,Jos̩ Serra,"Ideological,Parties,(National) Major Party,Centrist",Political Party,Brazil,26440423,2,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
103312,19767518,1,2/24/13,Governor (Brazil),"Local,Provincial,Government",Brazil,Praise or endorse,51,3.4,Cabinet / Council of Ministers / Advisors (Brazil),"Executive,Cabinet,Government",Executive Branch,Brazil,26440594,5,Folha de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
103896,19773393,1,2/25/13,Holy See (Vatican City State),,Holy See,Make an appeal or request,20,3,Bishop (Brazil),"National Religious,Social",Religious,Brazil,26436883,5,O Estado de Ṣo Paulo,Maranhao,Alcantil,Estado da Paraiba,Brazil,-7.76667,-36.1167
104486,19774013,1,2/25/13,Eduardo Henrique Campos Accioly,"Ideological,Center Left,Parties,Provincial,Government,(National) Major Party,Local",Brazil,Praise or endorse,51,3.4,Head of Government (Brazil),"Executive Office,Executive,Government",Executive Branch,Brazil,26438282,3,Gazeta do Povo,Pernambuco,Inaja,Estado de Pernambuco,Brazil,-8.78333,-37.7
105450,19776930,1,2/25/13,Celso Amorim,,Brazil,Make a visit,42,1.9,Hifikepunye Pohamba,"Ideological,Center Left,Parties,(National) Major Party,Executive,Executive Office,Government,Elite",Political Party,Namibia,26509452,5,ANSA - Spanish Service (BASP),Africa,,Estado do Rio Grande do Norte,Brazil,-5.74057,-35.2117
105913,19784161,1,2/26/13,Brazil,,Brazil,"Arrest, detain, or charge with legal action",173,-5,Catholic Priest (Brazil),"National Religious,International Religious,Social,Catholic",Religious,Brazil,26503726,2,Agencia EFE - Servi̤o em portugu̻s,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
106991,19785414,1,2/26/13,Web Site (Brazil),"Media,Social",Brazil,Accuse,112,-2,Police (Brazil),"Police,Government","Police (Military, Civil)",Brazil,26506082,1,O Estado de Ṣo Paulo,Vigia,Floresta Do Piaui,Estado do Piaui,Brazil,-7.45,-41.85
108227,19793593,1,2/27/13,Police (Brazil),"Police,Government",Brazil,Provide aid,70,7,Media Personnel (Brazil),"Media,Social",Media/Social Media,Brazil,26499419,6,Associated Press Newswires,Niteroi,Porto Da Folha,Estado de Sergipe,Brazil,-9.76667,-37.4333
109019,19794516,1,2/27/13,Police (Brazil),"Police,Government",Brazil,Investigate,90,-2,Criminal (Brazil),"Criminals / Gangs,Dissident",Criminals/Gangs,Brazil,26501119,1,O Globo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
109395,19794915,1,2/27/13,Government (Brazil),Government,Brazil,Express intent to engage in diplomatic cooperation (such as policy support),32,4.5,Business (Brazil),"Business,Social",Business,Brazil,26501938,3,Folha de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
109396,19794916,1,2/27/13,Armed Band (Brazil),Unidentified Forces,Brazil,Use unconventional violence,180,-9,Military Police (Brazil),"Military,Government",Military,Brazil,26501947,2,Folha de Ṣo Paulo,Santa Catarina,Prata,Estado da Paraiba,Brazil,-7.76667,-37.1
110634,19803029,1,2/28/13,Latin America,,,Host a visit,43,2.8,Benedict XVI,"International Religious,Catholic,Government",INGO/NGO,Holy See,26495273,5,Agencia EFE - Servi̤o em portugu̻s,Aparecida,Sao Luis Do Piaui,Estado do Piaui,Brazil,-6.83333,-41.3333
110702,19803098,1,2/28/13,Embraer,"Business,Multinational Corporation,Defense / Security Business,Social,Transportation Business",Brazil,Cooperate economically,61,6.4,Air Force (United States),"Air Force,Government,Military",Military,United States,26495378,1,Investimentos e Not�_cias (Real Time),Tucano,Sigefredo Pacheco,Estado do Piaui,Brazil,-5.02448,-41.9245
111219,19803681,1,2/28/13,Citizen (Brazil),"General Population / Civilian / Social,Social",Brazil,Express intent to cooperate economically,311,5.2,Business (Brazil),Business,Business,Brazil,26496652,5,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
111221,19803683,1,2/28/13,Ministry (Brazil),Government,Brazil,Criticize or denounce,111,-2,Criminal (Brazil),"Criminals / Gangs,Dissident",Criminals/Gangs,Brazil,26496661,4,O Estado de Ṣo Paulo,Bahia,Santana Do Acarau,Estado do Ceara,Brazil,-3.55,-40.2433
111463,19803959,1,2/28/13,Citizen (Brazil),"General Population / Civilian / Social,Social",Brazil,Accuse,112,-2,Priest (Brazil),Religious,Religious,Brazil,26497302,2,Folha de Ṣo Paulo,Niteroi,Porto Da Folha,Estado de Sergipe,Brazil,-9.76667,-37.4333
111464,19803960,1,2/28/13,Military Personnel (Brazil),"Military,Government",Brazil,"Investigate crime, corruption",91,-2,Police (Brazil),"Police,Government","Police (Military, Civil)",Brazil,26497303,6,Folha de Ṣo Paulo,Caetano,Alto Parnaiba,Estado do Maranhao,Brazil,-9.78333,-45.85
113388,19590227,1,3/1/13,Brazil,,Brazil,"Arrest, detain, or charge with legal action",173,-5,Criminal (Brazil),"Criminals / Gangs,Dissident",Criminals/Gangs,Brazil,26492195,1,O Estado de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
113803,19590681,1,3/1/13,Luiz Fernando Peẓo,,Brazil,Make a visit,42,1.9,City Mayor (Brazil),"Municipal,Local,Government",Municipal Government,Brazil,26493128,6,O Globo,Niteroi,Porto Da Folha,Estado de Sergipe,Brazil,-9.76667,-37.4333
113820,19590699,1,3/1/13,Brazil,,Brazil,Host a visit,43,2.8,Yoani S��nchez,"Social,Online News,News,Print News,Media,Dissident,Protestors / Popular Opposition / Mobs",Media/Social Media,Cuba,26493195,2,Gazeta do Povo,Salvador,Salvador,Estado da Bahia,Brazil,-12.9711,-38.5108
113823,19590701,1,3/1/13,Police (Brazil),"Police,Government",Brazil,"Arrest, detain, or charge with legal action",173,-5,Citizen (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,26493208,3,Gazeta do Povo,Curitiba,Curitiba,Estado do Parana,Brazil,-25.4278,-49.2731
114721,19596855,1,3/2/13,Worker's Party,"Far Left,Ideological,(National) Major Party,Parties",Brazil,Make an appeal or request,20,3,Information / Communication / Transparency Ministry (Brazil),"Executive,Information / Communication / Transparency Ministry,Government",Executive Branch,Brazil,26488041,3,ANSA - Spanish Service (BASP),Planalto,Crissiumal,Estado do Rio Grande do Sul,Brazil,-27.45,-54.1825
115041,19597529,1,3/2/13,Geraldo Alckmin,"Local,(National) Major Party,Parties,Centrist,Government,Ideological,Provincial",Brazil,Sign formal agreement,57,8,City Mayor (Brazil),"Local,Municipal,Government",Municipal Government,Brazil,26488668,2,Folha de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
115042,19597533,1,3/2/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Accuse,112,-2,Government (Brazil),Government,Government (General),Brazil,26488690,3,Folha de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
115045,19597538,1,3/2/13,Guido Mantega,"(National) Major Party,Parties,Government,Cabinet,Far Left,Executive,Ideological,Finance / Economy / Commerce / Trade Ministry",Brazil,Express intent to meet or negotiate,36,4,Africa,,NA,,26488694,2,Folha de Ṣo Paulo,Africa,,Estado do Rio Grande do Norte,Brazil,-5.74057,-35.2117
115771,19599719,1,3/3/13,Men (Brazil),"Social,General Population / Civilian / Social",Brazil,fight with small arms and light weapons,193,-10,Police (Brazil),"Police,Government","Police (Military, Civil)",Brazil,26485374,5,O Globo,Itajai,Itajai,Estado de Santa Catarina,Brazil,-26.9078,-48.6619
116019,19599987,1,3/3/13,Company - Owner or Operator (Brazil),"Business,Social",Brazil,Accuse,112,-2,Citizen (Argentina),"General Population / Civilian / Social,Social",General Population/Civilian,Argentina,26485853,3,ANSA - Spanish Service (BASP),Florianopolis,Florianopolis,Estado de Santa Catarina,Brazil,-27.5967,-48.5492
116020,19599986,1,3/3/13,Police (Brazil),"Police,Government",Brazil,Investigate,90,-2,Criminal (Brazil),"Criminals / Gangs,Dissident",Criminals/Gangs,Brazil,26485853,4,ANSA - Spanish Service (BASP),Florianopolis,Florianopolis,Estado de Santa Catarina,Brazil,-27.5967,-48.5492
116883,19601355,1,3/4/13,Government (Benin),Government,Benin,Provide humanitarian aid,73,7.4,Benin,,NA,Benin,26482425,1,Reuters News,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
117354,19604235,1,3/4/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Eduardo Henrique Campos Accioly,"Local,(National) Major Party,Parties,Government,Ideological,Center Left,Provincial",Political Party,Brazil,26483506,4,Folha de Ṣo Paulo,Ceara,Cururupu,Estado do Maranhao,Brazil,-1.75,-44.8333
119267,19616270,1,3/5/13,Dilma Rousseff,"Elite,(National) Major Party,Parties,Government,Far Left,Executive,Executive Office,Ideological",Brazil,Make an appeal or request,20,3,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,26551394,6,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
120330,19618425,1,3/5/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Use unconventional violence,180,-9,Ministry (Brazil),Government,Government (General),Brazil,26554405,2,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
124451,19636412,1,3/7/13,Activist (Brazil),"Nongovernmental Organization (International),Human Rights NGOs,Nongovernmental Organizations / Activists,Human Rights IGOs",Brazil,Reject,120,-4,Religion (Brazil),"National Religious,Social",Religious,Brazil,26542742,2,AP Spanish Worldstream,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
124452,19636413,1,3/7/13,Activist (Brazil),"Nongovernmental Organization (International),Human Rights NGOs,Nongovernmental Organizations / Activists,Human Rights IGOs",Brazil,"Obstruct passage, block",144,-7.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,26542742,2,AP Spanish Worldstream,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
125331,19637415,1,3/7/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Occupy territory,192,-9.5,Brazil,,NA,Brazil,26544699,5,O Estado de Ṣo Paulo,Cachoeirinha,Delmiro Gouveia,Estado de Alagoas,Brazil,-9.41667,-37.9
125586,19637680,1,3/7/13,Government (Brazil),Government,Brazil,Yield,80,5,Business (Brazil),"Business,Social",Business,Brazil,26545190,1,Gazeta do Povo,Sorocaba,Upanema,Estado do Rio Grande do Norte,Brazil,-5.61528,-37.4064
125587,19637681,1,3/7/13,Brazil,,Brazil,Demand,100,-5,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,26545195,2,Folha de Ṣo Paulo,Araraquara,Araraquara,Estado de Sao Paulo,Brazil,-21.7944,-48.1756
126107,19638249,1,3/7/13,Head of Government (Brazil),"Executive,Executive Office,Government",Brazil,Praise or endorse,51,3.4,Hugo Chavez,"Ideological,Parties,Far Left,Elite,(National) Major Party",Political Party,Venezuela,26546372,5,ANSA - Spanish Service (BASP),,,,Brazil,-15.8307,-47.6127
126447,19638707,1,3/7/13,Activist (Brazil),"Nongovernmental Organization (International),Human Rights NGOs,Nongovernmental Organizations / Activists,Human Rights IGOs",Brazil,Criticize or denounce,111,-2,High Ranking Military Personnel (Brazil),"Military,Government",Military,Brazil,33769433,4,Le Figaro,Panama,Panama,Estado de Goias,Brazil,-18.1767,-49.3542
126767,19645319,1,3/8/13,OR Tambo International Airport,"Transportation Business,Social,Business",South Africa,Host a visit,43,2.8,Military Personnel (Brazil),"Military,Government",Military,Brazil,26538609,4,SAPA (South African Press Association),Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
127773,19646443,1,3/8/13,Head of Government (Brazil),"Executive,Executive Office,Government",Brazil,Criticize or denounce,111,-2,Human Rights Commission (Brazil),"Executive,Human Rights Ministry,Government",Executive Branch,Brazil,26540970,2,O Globo,,,,Brazil,-15.8307,-47.6127
128570,19648460,1,3/9/13,Media Personnel (Brazil),"Media,Social",Brazil,Criticize or denounce,111,-2,Police (Brazil),"Police,Government","Police (Military, Civil)",Brazil,26534918,3,Agencia EFE - Servi̤o em portugu̻s,Ipatinga,Ipatinga,Estado de Minas Gerais,Brazil,-19.4683,-42.5367
128741,19653385,1,3/9/13,Brazil,,Brazil,Host a visit,43,2.8,Priest (Italy),"National Religious,Social",Religious,Italy,26535520,6,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
129214,19653941,1,3/9/13,Ros̢ngela Matheus,"Local,(National) Major Party,Parties,Government,Ideological,Center Left,Municipal",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,26536434,3,O Estado de Ṣo Paulo,Campos dos Goytacazes,Campos Dos Goytacazes,Estado do Rio de Janeiro,Brazil,-21.7542,-41.3244
130391,19656119,1,3/10/13,Carlos Franklin Paix̣o de Ara̼jo,Elite,Brazil,Criticize or denounce,111,-2,Armed Services Deserter (Brazil),"Exiles,Dissident",Dissident,Brazil,26533808,5,O Estado de Ṣo Paulo,Salvador,Salvador,Estado da Bahia,Brazil,-12.9711,-38.5108
130551,19656280,1,3/10/13,Police (Brazil),"Police,Government",Brazil,"Arrest, detain, or charge with legal action",173,-5,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,26534105,3,Folha de Ṣo Paulo,Vila Formosa,Dourados,Estado de Mato Grosso do Sul,Brazil,-22.0897,-54.5306
131925,19662940,1,3/11/13,Police (Portugal),"Police,Government",Portugal,Expel or deport individuals,174,-5,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,26531321,1,Folha de Ṣo Paulo,Penapolis,Penapolis,Estado de Sao Paulo,Brazil,-21.4197,-50.0775
132322,19663358,1,3/11/13,Protester (Brazil),"Protestors / Popular Opposition / Mobs,Dissident",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,26532348,2,Agence France-Presse,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
132323,19663357,1,3/11/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Yield,80,5,Police (Brazil),"Police,Government","Police (Military, Civil)",Brazil,26532348,5,Agence France-Presse,Paulista,Paulista,Estado de Pernambuco,Brazil,-7.94083,-34.8731
134660,19674574,1,3/12/13,Protester (Brazil),"Protestors / Popular Opposition / Mobs,Dissident",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,26652423,5,O Estado de Ṣo Paulo,Ribeirao Preto,Ribeirao Preto,Estado de Sao Paulo,Brazil,-21.1775,-47.8103
135083,19675039,1,3/12/13,Attacker (Brazil),"Criminals / Gangs,Dissident",Brazil,Use unconventional violence,180,-9,Valdemar Costa Neto,"Lower House,(National) Major Party,Parties,Centrist,Government,Legislative / Parliamentary,Ideological",Legislative Branch,Brazil,26653462,1,O Globo,Santa Teresa,Gilbues,Estado do Piaui,Brazil,-9.71667,-45.5667
135525,19675538,1,3/12/13,Brazil,,Brazil,Host a visit,43,2.8,John Key,"Opposition Major Party (Out Of Government),Elite,Executive Office,Government,Executive,(National) Major Party,Parties",Political Party,New Zealand,26655821,3,New Zealand Herald,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
138290,19691842,1,3/14/13,Dilma Rousseff,"Elite,(National) Major Party,Parties,Government,Far Left,Executive,Executive Office,Ideological",Brazil,Praise or endorse,51,3.4,Holy See (Vatican City State),,NA,Holy See,26641633,4,Agence France-Presse,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
139288,19692973,1,3/14/13,Attorney General (Brazil),"Judicial,Government",Brazil,Investigate,90,-2,Marcos Val̩rio Fernandes de Souza,"Consulting / Financial Services Business,Business,Social",Business,Brazil,26643813,1,Folha de Ṣo Paulo,Minas Gerais,Marechal Thaumaturgo,Estado do Acre,Brazil,-8.96667,-72.7833
140283,19701084,1,3/15/13,Civil Aviation Department (Brazil),"Executive,Transportation Ministry,Government",Brazil,Reduce relations,160,-4,Workers' Party (Brazil),Parties,Political Party,Brazil,26636310,5,ANSA - Spanish Service (BASP),Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
140828,19701796,1,3/15/13,Japan,,Japan,"Arrest, detain, or charge with legal action",173,-5,Citizen (United States),"General Population / Civilian / Social,Social",General Population/Civilian,United States,26637886,3,DJ em Portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
141538,19702563,1,3/15/13,Luiz Inacio Lula Da Silva,"Elite,(National) Major Party,Parties,Far Left,Ideological",Brazil,Express intent to engage in diplomatic cooperation (such as policy support),32,4.5,Goodluck Jonathan,"International Ethnic,Executive,Ijaw,Government,Executive Office,Elite",Elites,Nigeria,26639371,3,All Africa,Africa,,Estado do Rio Grande do Norte,Brazil,-5.74057,-35.2117
143027,19705298,1,3/16/13,Federal Police,"Government,Police,National / Border Divisions",Mexico,Investigate,90,-2,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,26635465,4,Folha de Ṣo Paulo,Sergipe,Valparaiso,Estado de Sao Paulo,Brazil,-21.1333,-50.8
143158,19705449,1,3/16/13,Eduardo Henrique Campos Accioly,"Center Left,Ideological,Provincial,Government,(National) Major Party,Parties,Local",Brazil,Express intent to meet or negotiate,36,4,Dilma Rousseff,"Ideological,Far Left,Government,Executive,Executive Office,(National) Major Party,Parties,Elite",Political Party,Brazil,26635812,1,Gazeta do Povo,Pernambuco,Inaja,Estado de Pernambuco,Brazil,-8.78333,-37.7
